p1,r1,y1,p2,r2,y2,t_ms
-26.58,23.65,-143.85,23.96,164.49,174.33,276081
-25.77,23.61,-143.71,25.52,164.67,174.31,276097
-24.81,23.55,-143.61,26.87,164.86,174.33,276113
-23.82,23.41,-143.58,27.99,165.11,174.40,276129
-23.01,23.07,-143.55,29.12,165.50,174.47,276145
-22.31,22.62,-143.44,30.38,165.91,174.45,276161
-21.39,22.24,-143.19,31.39,166.22,174.29,276177
-20.38,22.06,-142.88,32.25,166.45,174.09,276193
-19.41,21.93,-142.59,33.14,166.77,173.93,276209
-18.49,21.73,-142.39,34.30,167.20,173.88,276225
-17.41,21.34,-142.17,35.61,167.59,173.82,276241
-15.97,21.10,-141.90,36.52,167.78,173.71,276257
-14.62,21.19,-141.70,37.12,167.77,173.66,276273
-13.49,21.20,-141.65,37.57,167.93,173.77,276289
-12.44,20.80,-141.75,37.93,168.48,174.00,276305
-11.40,20.10,-141.89,38.12,169.20,174.27,276321
-10.38,19.44,-142.02,38.09,169.75,174.50,276337
-9.41,19.13,-142.08,38.03,169.99,174.66,276353
-8.39,18.78,-142.01,38.06,170.19,174.68,276369
-7.25,18.48,-141.76,38.08,170.31,174.53,276385
-5.99,18.38,-141.35,37.83,170.26,174.21,276401
-4.86,18.59,-140.84,37.42,169.98,173.80,276417
-3.93,18.93,-140.30,37.03,169.60,173.34,276433
-3.05,19.21,-139.67,36.70,169.29,172.79,276449
-2.28,19.54,-138.99,36.50,169.03,172.22,276465
-1.50,19.88,-138.44,36.25,168.94,171.82,276481
-0.69,19.97,-138.16,35.92,169.14,171.70,276497
0.19,19.77,-138.18,35.46,169.60,171.88,276513
1.16,19.21,-138.39,34.89,170.30,172.22,276529
2.19,18.51,-138.69,34.34,171.08,172.66,276545
3.21,17.79,-139.04,33.79,171.74,173.13,276561
4.25,17.18,-139.39,32.96,172.24,173.59,276577
5.34,16.69,-139.68,31.87,172.54,173.95,276593
6.34,16.42,-139.86,30.60,172.62,174.18,276609
7.24,16.27,-139.91,29.25,172.61,174.27,276625
8.09,16.16,-139.84,27.89,172.59,174.24,276641
8.87,16.11,-139.67,26.53,172.53,174.11,276657
9.35,16.21,-139.43,25.01,172.25,173.89,276673
9.57,16.54,-139.09,23.41,171.72,173.52,276689
9.61,17.24,-138.66,21.96,170.97,173.07,276705
9.66,18.32,-138.25,20.75,170.08,172.70,276721
9.83,19.44,-138.08,19.87,169.37,172.61,276737
10.19,19.99,-138.17,19.24,169.16,172.80,276753
10.75,19.92,-138.48,18.57,169.45,173.23,276769
11.33,19.38,-138.95,17.78,170.07,173.80,276785
11.91,18.56,-139.44,16.80,170.75,174.35,276801
12.44,17.75,-139.77,15.49,171.23,174.69,276817
12.76,17.24,-139.86,13.91,171.43,174.75,276833
12.77,17.12,-139.78,12.15,171.35,174.64,276849
12.62,17.27,-139.62,10.40,171.11,174.43,276865
12.47,17.62,-139.43,8.86,170.75,174.20,276881
12.51,18.02,-139.21,7.55,170.42,173.97,276897
12.67,18.42,-139.02,6.41,170.07,173.78,276913
12.80,18.77,-138.85,5.32,169.74,173.63,276929
12.78,19.12,-138.77,4.22,169.48,173.56,276945
12.71,19.41,-138.88,3.10,169.41,173.70,276961
12.80,19.36,-139.19,2.08,169.65,174.04,276977
13.10,18.90,-139.53,1.17,170.03,174.39,276993
13.47,18.41,-139.74,0.16,170.28,174.60,277009
13.67,18.32,-139.81,-0.97,170.16,174.67,277025
13.61,18.60,-139.85,-2.07,169.85,174.69,277041
13.51,18.89,-139.95,-3.08,169.66,174.79,277057
13.58,18.89,-140.11,-4.01,169.73,174.95,277073
13.71,18.69,-140.28,-4.79,169.89,175.12,277089
13.71,18.51,-140.40,-5.51,169.98,175.24,277105
13.47,18.42,-140.51,-6.34,170.02,175.34,277121
13.04,18.34,-140.70,-7.35,170.09,175.50,277137
12.50,18.18,-140.93,-8.42,170.25,175.68,277153
11.81,17.90,-141.16,-9.52,170.44,175.83,277169
11.03,17.65,-141.33,-10.86,170.58,175.90,277185
10.03,17.51,-141.51,-12.44,170.67,175.97,277201
8.91,17.43,-141.75,-14.06,170.76,176.06,277217
7.85,17.44,-142.03,-15.44,170.85,176.22,277233
7.00,17.40,-142.33,-16.40,170.93,176.41,277249
6.49,17.18,-142.54,-17.02,171.08,176.53,277265
6.08,16.91,-142.60,-17.31,171.17,176.52,277281
5.60,16.88,-142.56,-17.54,171.05,176.41,277297
4.97,16.97,-142.46,-17.88,170.87,176.24,277313
4.07,17.17,-142.40,-18.40,170.65,176.10,277329
3.03,17.43,-142.42,-18.98,170.40,176.02,277345
1.87,17.62,-142.48,-19.44,170.26,175.98,277361
0.75,17.73,-142.61,-19.89,170.23,176.02,277377
-0.37,17.80,-142.87,-20.45,170.23,176.18,277393
-1.54,17.83,-143.26,-21.11,170.21,176.45,277409
-2.79,17.81,-143.72,-21.84,170.23,176.76,277425
-4.15,17.61,-144.16,-22.55,170.32,177.01,277441
-5.60,17.31,-144.47,-23.24,170.45,177.12,277457
-7.06,17.32,-144.67,-23.94,170.25,177.12,277473
-8.56,17.96,-144.91,-24.52,169.68,177.19,277489
-10.06,18.64,-145.24,-24.82,169.14,177.36,277505
-11.56,19.04,-145.64,-24.79,168.91,177.61,277521
-12.92,18.95,-146.07,-24.58,169.10,177.90,277537
-14.21,18.61,-146.48,-24.38,169.36,178.16,277553
-15.53,18.52,-146.87,-24.22,169.33,178.39,277569
-17.01,18.68,-147.22,-23.86,169.14,178.58,277585
-18.56,18.74,-147.50,-23.21,169.03,178.70,277601
-19.91,18.66,-147.66,-22.46,169.02,178.71,277617
-21.13,18.53,-147.74,-21.72,169.12,178.65,277633
-22.39,18.28,-147.82,-21.03,169.38,178.59,277649
-23.77,17.93,-147.88,-20.33,169.58,178.49,277665
-25.27,18.02,-147.85,-19.47,169.37,178.31,277681
-26.74,18.57,-147.78,-18.35,168.90,178.11,277697
-28.06,19.20,-147.73,-16.99,168.46,177.97,277713
-29.14,19.59,-147.70,-15.48,168.19,177.86,277729
-30.02,19.80,-147.68,-13.86,168.07,177.78,277745
-30.71,19.87,-147.67,-12.17,168.12,177.73,277761
-31.25,19.69,-147.69,-10.39,168.35,177.71,277777
-31.66,19.38,-147.66,-8.68,168.52,177.65,277793
-32.08,19.35,-147.55,-7.01,168.40,177.49,277809
-32.54,19.61,-147.39,-5.30,168.15,177.30,277825
-32.93,19.89,-147.27,-3.55,167.97,177.17,277841
-33.18,20.04,-147.22,-1.90,167.88,177.11,277857
-33.40,20.08,-147.23,-0.45,167.87,177.11,277873
-33.75,20.07,-147.32,0.86,167.86,177.16,277889
-34.25,20.15,-147.43,2.18,167.77,177.22,277905
-34.78,20.30,-147.51,3.61,167.66,177.27,277921
-35.29,20.43,-147.57,5.33,167.65,177.32,277937
-35.55,20.36,-147.57,7.25,167.72,177.32,277953
-35.42,20.23,-147.48,9.18,167.82,177.27,277969
-35.12,20.04,-147.33,11.10,167.92,177.16,277985
-34.71,19.91,-147.08,12.93,167.96,176.96,278001
-34.21,19.88,-146.79,14.68,167.90,176.72,278017
-33.77,20.04,-146.49,16.27,167.72,176.48,278033
-33.43,20.37,-146.31,17.62,167.46,176.35,278049
-33.28,20.70,-146.28,18.98,167.27,176.38,278065
-33.19,20.83,-146.38,20.39,167.26,176.53,278081
-32.98,20.75,-146.51,21.73,167.34,176.71,278097
-32.68,20.63,-146.65,23.04,167.45,176.89,278113
-32.34,20.40,-146.76,24.33,167.58,177.04,278129
-31.97,20.18,-146.79,25.48,167.66,177.10,278145
-31.59,20.07,-146.76,26.44,167.67,177.10,278161
-31.30,20.04,-146.71,27.29,167.62,177.07,278177
-31.12,20.04,-146.62,28.11,167.58,177.01,278193
-31.01,20.07,-146.52,29.02,167.53,176.94,278209
-30.81,20.14,-146.40,29.96,167.43,176.85,278225
-30.53,20.34,-146.26,31.01,167.28,176.77,278241
-30.17,20.50,-146.10,32.20,167.12,176.68,278257
-29.51,20.54,-145.87,33.29,167.02,176.53,278273
-28.65,20.63,-145.61,34.08,166.83,176.34,278289
-27.83,20.88,-145.31,34.62,166.48,176.09,278305
-27.22,21.21,-144.98,35.18,166.11,175.82,278321
-26.69,21.41,-144.59,35.87,165.89,175.48,278337
-26.01,21.65,-144.21,36.37,165.70,175.19,278353
-25.35,21.94,-143.98,36.70,165.53,175.06,278369
-24.87,22.37,-143.96,37.19,165.41,175.15,278385
-24.39,22.56,-144.16,38.03,165.52,175.48,278401
-23.56,22.26,-144.41,38.94,165.85,175.85,278417
-22.35,21.79,-144.63,39.59,166.25,176.20,278433
-21.16,21.32,-144.87,39.79,166.62,176.56,278449
-20.33,20.88,-145.15,39.63,166.92,176.90,278465
-19.88,20.46,-145.34,39.15,167.09,177.08,278481
-19.75,20.28,-145.37,38.49,167.02,177.08,278497
-19.87,20.46,-145.31,37.82,166.74,176.99,278513
-20.11,20.84,-145.24,37.14,166.33,176.89,278529
-20.37,21.29,-145.19,36.45,165.81,176.80,278545
-20.72,21.84,-145.10,35.76,165.15,176.66,278561
-21.09,22.47,-144.90,35.19,164.36,176.40,278577
-21.43,23.32,-144.56,34.74,163.35,176.00,278593
-21.60,24.47,-144.12,34.38,162.21,175.53,278609
-21.65,25.60,-143.71,34.09,161.23,175.13,278625
-21.68,26.57,-143.49,33.73,160.44,174.93,278641
-21.72,27.29,-143.49,33.23,159.84,174.94,278657
-21.86,27.92,-143.70,32.59,159.31,175.13,278673
-21.98,28.28,-144.03,31.80,159.03,175.44,278689
-22.27,28.53,-144.46,31.09,158.76,175.83,278705
-22.61,28.92,-144.85,30.29,158.20,176.15,278721
-22.96,29.56,-145.07,29.51,157.31,176.26,278737
-23.38,30.57,-145.07,28.83,156.10,176.17,278753
-23.82,31.85,-144.88,28.37,154.70,175.89,278769
-24.18,33.32,-144.49,28.11,153.24,175.43,278785
-24.39,34.80,-143.95,28.02,151.81,174.85,278801
-24.32,36.22,-143.35,27.93,150.56,174.24,278817
-24.16,37.38,-142.82,27.97,149.65,173.72,278833
-23.98,38.27,-142.44,28.21,149.07,173.40,278849
-23.70,38.76,-142.26,28.50,148.80,173.27,278865
-23.34,38.99,-142.17,28.70,148.57,173.22,278881
-23.00,39.33,-142.07,28.67,148.12,173.13,278897
-22.68,39.74,-141.90,28.42,147.62,172.95,278913
-22.57,40.27,-141.69,28.12,147.04,172.72,278929
-22.60,41.03,-141.50,27.85,146.36,172.53,278945
-22.60,41.88,-141.38,27.70,145.69,172.42,278961
-22.45,42.54,-141.33,27.60,145.23,172.38,278977
-22.18,42.92,-141.29,27.54,144.96,172.37,278993
-21.85,43.13,-141.27,27.46,144.81,172.37,279009
-21.56,43.25,-141.26,27.39,144.76,172.40,279025
-21.29,43.32,-141.29,27.24,144.73,172.45,279041
-20.97,43.21,-141.32,27.00,144.82,172.49,279057
-20.76,43.10,-141.31,26.71,144.87,172.48,279073
-20.60,43.18,-141.25,26.42,144.76,172.41,279089
-20.50,43.44,-141.13,26.22,144.57,172.30,279105
-20.36,43.76,-141.02,26.15,144.40,172.20,279121
-20.08,43.94,-140.88,26.19,144.37,172.10,279137
-19.68,43.93,-140.71,26.37,144.55,171.98,279153
-19.10,43.68,-140.48,26.64,144.88,171.81,279169
-18.34,43.34,-140.16,26.88,145.20,171.55,279185
-17.49,43.12,-139.77,27.09,145.42,171.25,279201
-16.68,42.92,-139.36,27.39,145.70,170.95,279217
-15.85,42.73,-139.03,27.78,146.02,170.73,279233
-14.94,42.43,-138.77,28.05,146.38,170.59,279249
-13.92,41.97,-138.55,28.15,146.86,170.48,279265
-12.94,41.44,-138.36,28.13,147.34,170.38,279281
-12.05,41.01,-138.17,28.03,147.73,170.29,279297
-11.25,40.63,-138.00,27.86,148.08,170.21,279313
-10.54,40.16,-137.86,27.50,148.52,170.14,279329
-9.96,39.56,-137.79,27.03,149.18,170.15,279345
-9.48,38.90,-137.87,26.58,150.00,170.31,279361
-8.97,38.25,-138.15,26.35,150.90,170.70,279377
-8.23,37.33,-138.55,26.20,151.92,171.21,279393
-7.36,36.29,-138.98,26.00,152.93,171.74,279409
-6.46,35.05,-139.37,25.67,154.04,172.22,279425
-5.59,33.60,-139.62,25.19,155.30,172.54,279441
-4.82,32.16,-139.70,24.68,156.50,172.68,279457
-4.16,31.04,-139.65,24.04,157.45,172.69,279473
-3.73,30.23,-139.59,23.37,158.19,172.68,279489
-3.47,29.56,-139.59,22.59,158.88,172.74,279505
-3.16,28.76,-139.65,21.85,159.73,172.84,279521
-2.79,27.87,-139.70,21.34,160.65,172.95,279537
-2.27,26.92,-139.70,21.00,161.54,173.03,279553
-1.59,26.00,-139.64,20.60,162.36,173.05,279569
-0.93,25.10,-139.61,20.04,163.27,173.10,279585
-0.41,23.93,-139.67,19.40,164.52,173.25,279601
0.00,22.48,-139.87,18.78,166.08,173.53,279617
0.44,20.83,-140.19,18.29,167.75,173.94,279633
0.94,19.22,-140.53,17.72,169.24,174.36,279649
1.47,17.75,-140.84,16.85,170.56,174.73,279665
1.90,16.33,-141.11,15.85,171.87,175.04,279681
2.22,14.88,-141.36,14.91,173.23,175.33,279697
2.59,13.32,-141.58,14.10,159.63,175.58,279713
2.93,11.80,-141.70,13.39,146.41,175.75,279729
3.18,10.44,-141.77,12.60,133.43,175.86,279745
3.24,9.25,-141.84,11.72,120.79,175.96,279761
3.15,8.10,-142.02,10.82,108.59,176.18,279777
2.96,6.79,-142.30,9.92,96.85,176.48,279793
2.79,5.46,-142.61,8.88,85.40,176.78,279809
2.53,4.24,-142.88,7.83,74.17,177.03,279825
2.26,3.18,-143.09,6.69,63.10,177.20,279841
1.92,2.39,-143.21,5.55,52.10,177.28,279857
1.53,1.84,-143.30,4.44,41.34,177.33,279873
1.11,1.20,-143.40,3.35,31.07,177.40,279889
0.65,0.37,-143.59,2.31,21.37,177.56,279905
0.24,-0.69,-143.85,1.30,12.15,177.78,279921
-0.15,-1.86,-144.11,0.37,3.27,178.01,279937
-0.47,-3.01,-144.36,-0.48,-5.33,178.23,279953
-0.78,-4.16,-144.61,-1.19,-13.60,178.46,279969
-1.10,-5.35,-144.88,-1.87,-21.54,178.70,279985
-1.40,-6.59,-145.13,-2.58,-29.17,178.91,280001
-1.72,-7.85,-145.34,-3.30,-36.53,179.08,280017
-2.07,-9.15,-145.50,-3.88,-43.60,179.20,280033
-2.41,-10.41,-145.61,-4.27,-50.48,179.29,280049
-2.67,-11.44,-145.66,-4.57,-57.30,179.32,280065
-2.90,-12.29,-145.71,-4.89,-63.94,179.36,280081
-3.11,-13.15,-145.77,-5.26,-70.36,179.40,280097
-3.31,-13.97,-145.83,-5.52,-76.70,179.44,280113
-3.44,-14.48,-145.88,-5.60,-83.08,179.48,280129
-3.43,-14.76,-145.93,-5.59,-89.35,179.56,280145
-3.42,-14.92,-146.04,-5.55,-95.49,179.68,280161
-3.45,-14.95,-146.18,-5.57,-101.59,179.82,280177
-3.50,-14.87,-146.30,-5.63,-107.64,179.92,280193
-3.54,-14.59,-146.37,-5.77,-113.69,179.98,280209
-3.49,-14.20,-146.39,-5.89,-119.62,179.96,280225
-3.45,-13.81,-146.33,-5.90,-125.32,179.90,280241
-3.50,-13.27,-146.26,-5.80,-130.97,179.82,280257
-3.58,-12.45,-146.19,-5.73,-136.75,179.73,280273
-3.81,-11.07,-146.12,-5.71,-142.96,179.64,280289
-4.00,-9.10,-146.06,-5.77,-149.55,179.53,280305
-4.06,-6.99,-145.96,-5.77,-155.98,179.40,280321
-3.94,-5.10,-145.84,-5.64,-161.99,179.27,280337
-3.76,-3.47,-145.69,-5.27,-167.75,179.11,280353
-3.45,-1.65,-145.39,-4.92,-173.64,178.79,280369
-3.14,0.67,-144.91,-4.68,-179.83,178.27,280385
-3.09,3.54,-144.31,-4.35,-186.25,177.65,280401
-3.25,6.93,-143.79,-4.18,-177.85,177.12,280417
-3.23,9.80,-143.35,-4.34,-169.10,176.64,280433
-3.43,12.12,-143.00,-4.53,-160.08,176.27,280449
-3.64,14.18,-142.78,-4.79,-151.13,175.99,280465
-3.82,15.95,-142.44,-4.73,-142.32,175.60,280481
-3.79,17.78,-141.99,-4.59,-133.74,175.11,280497
-3.56,19.43,-141.46,-4.45,-125.14,174.57,280513
-3.44,21.02,-140.95,-4.32,-116.76,174.07,280529
-3.43,22.71,-140.52,-4.27,-108.59,173.64,280545
-3.35,24.08,-140.18,-4.23,-100.24,173.31,280561
-3.22,24.88,-139.95,-4.08,-91.44,173.13,280577
-2.99,25.12,-139.91,-3.73,-82.21,173.18,280593
-2.63,24.87,-140.09,-3.17,-72.82,173.48,280609
-2.02,24.36,-140.45,-2.52,-63.49,173.95,280625
-1.17,23.30,-140.82,-1.79,-53.94,174.42,280641
-0.30,21.59,-141.16,-1.06,-43.86,174.90,280657
0.46,19.05,-141.62,-0.49,-33.16,175.53,280673
0.89,16.02,-142.31,-0.45,-22.34,176.35,280689
0.96,13.02,-143.13,-0.99,-12.03,177.17,280705
0.76,10.45,-143.78,-1.97,-2.61,177.75,280721
0.51,8.58,-144.12,-2.93,5.74,177.97,280737
0.18,7.77,-144.16,-3.53,13.02,177.93,280753
-0.05,7.89,-144.00,-3.72,19.44,177.73,280769
-0.05,8.61,-143.76,-3.60,25.36,177.50,280785
0.21,9.43,-143.58,-3.40,31.12,177.38,280801
0.58,9.91,-143.51,-3.11,37.04,177.36,280817
0.98,9.93,-143.47,-2.78,43.09,177.39,280833
1.35,9.87,-143.40,-2.34,48.82,177.35,280849
1.98,10.21,-143.17,-1.90,53.93,177.16,280865
2.97,10.95,-142.77,-1.67,58.56,176.81,280881
3.99,11.88,-142.23,-1.71,62.87,176.31,280897
4.74,13.08,-141.62,-1.91,66.80,175.73,280913
5.18,14.63,-140.99,-1.96,70.34,175.11,280929
5.39,16.27,-140.39,-1.69,73.82,174.56,280945
5.62,17.50,-139.90,-1.31,77.62,174.14,280961
5.93,18.26,-139.55,-1.07,81.68,173.86,280977
6.38,18.57,-139.25,-1.03,85.93,173.61,280993
6.90,18.61,-138.88,-1.12,90.18,173.27,281009
7.56,18.60,-138.38,-1.33,94.30,172.80,281025
8.24,18.60,-137.75,-1.70,98.25,172.19,281041
9.14,19.02,-136.98,-2.27,101.63,171.44,281057
9.19,19.70,-136.28,-2.75,105.51,170.94,281073
8.34,20.35,-136.19,-3.43,108.94,170.81,281089
8.04,20.65,-136.23,-3.83,112.36,170.84,281105
8.10,20.91,-136.28,-4.04,115.80,170.94,281121
8.56,20.88,-136.43,-4.37,119.35,171.14,281137
9.03,20.55,-136.56,-4.75,122.80,171.29,281153
9.40,20.37,-136.54,-5.33,125.91,171.27,281169
9.39,20.43,-136.42,-5.97,128.73,171.10,281185
9.07,20.40,-136.18,-6.77,131.67,170.81,281201
8.63,20.30,-135.97,-7.88,134.80,170.55,281217
8.07,19.75,-135.91,-9.18,138.31,170.43,281233
7.42,18.66,-136.01,-10.57,142.32,170.46,281249
6.58,16.97,-136.25,-11.93,146.74,170.62,281265
5.58,14.87,-136.59,-13.47,151.42,170.81,281281
4.27,12.08,-136.71,-14.95,156.51,170.73,281297
2.20,9.21,-136.78,-17.11,146.52,170.60,281313
1.10,11.44,-136.80,-17.13,133.70,170.44,281329
0.72,11.96,-136.56,-16.38,136.44,170.20,281345
0.65,11.82,-136.43,-15.97,139.41,170.12,281361
0.93,11.76,-136.41,-15.78,142.11,170.11,281377
0.96,11.72,-136.41,-15.41,144.78,170.11,281393
0.95,11.63,-136.42,-15.05,147.33,170.12,281409
0.94,11.63,-136.43,-14.69,149.74,170.13,281425
0.93,11.54,-136.44,-14.33,152.14,170.15,281441
0.92,11.49,-136.44,-13.98,154.40,170.16,281457
0.92,11.43,-136.45,-13.63,156.60,170.17,281473
0.91,11.39,-136.46,-13.29,158.70,170.18,281489
0.90,11.34,-136.47,-12.96,160.74,170.19,281505
0.89,11.29,-136.48,-12.63,162.69,170.20,281521
0.88,11.24,-136.49,-12.31,164.58,170.21,281537
0.87,11.20,-136.50,-12.00,166.40,170.22,281553
0.87,11.15,-136.51,-11.69,168.14,170.23,281569
0.86,11.11,-136.51,-11.39,169.82,170.24,281585
0.85,11.07,-136.52,-11.10,171.43,170.25,281601
0.84,11.03,-136.53,-10.81,172.98,170.26,281617
0.83,10.99,-136.54,-10.53,174.47,170.27,281633
0.82,10.95,-136.55,-10.26,175.90,170.28,281649
0.81,10.90,-136.56,-10.00,177.26,170.30,281665
0.80,10.87,-136.57,-9.73,178.57,170.31,281681
0.79,10.83,-136.57,-9.48,179.82,170.32,281697
0.78,10.80,-136.58,-9.23,181.02,170.33,281713
0.77,10.76,-136.59,-8.98,182.16,170.34,281729
0.76,10.73,-136.60,-8.74,183.26,170.35,281745
0.75,10.70,-136.61,-8.51,184.30,170.36,281761
0.74,10.66,-136.62,-8.28,185.30,170.37,281777
0.73,10.63,-136.63,-8.05,186.24,170.38,281793
0.73,10.59,-136.64,-7.83,187.15,170.39,281809
0.72,10.56,-136.65,-7.62,188.01,170.41,281825
0.71,10.54,-136.66,-7.41,188.83,170.42,281841
0.71,10.51,-136.66,-7.20,189.60,170.43,281857
0.69,10.48,-136.67,-7.00,190.34,170.44,281873
0.68,10.45,-136.68,-6.80,191.03,170.45,281889
0.67,10.43,-136.69,-6.60,191.68,170.46,281905
0.65,10.41,-136.70,-6.41,192.30,170.47,281921
0.64,10.38,-136.71,-6.23,192.88,170.48,281937
0.63,10.37,-136.72,-6.05,193.43,170.49,281953
0.62,10.34,-136.72,-5.88,193.94,170.50,281969
0.62,10.32,-136.73,-5.71,194.43,170.52,281985
0.61,10.29,-136.74,-5.54,194.88,170.53,282001
0.60,10.28,-136.75,-5.37,195.31,170.54,282017
0.59,10.26,-136.76,-5.22,195.70,170.55,282033
0.58,10.24,-136.77,-5.06,196.06,170.56,282049
0.58,10.23,-136.78,-4.91,196.40,170.57,282065
0.57,10.21,-136.79,-4.76,196.71,170.58,282081
0.56,10.19,-136.79,-4.62,197.00,170.59,282097
0.55,10.17,-136.80,-4.48,197.26,170.60,282113
0.54,10.16,-136.81,-4.34,197.49,170.62,282129
0.53,10.15,-136.82,-4.21,197.70,170.63,282145
0.52,10.13,-136.83,-4.09,197.90,170.64,282161
0.51,10.11,-136.84,-3.96,198.07,170.65,282177
0.50,10.09,-136.85,-3.84,198.22,170.66,282193
0.49,10.08,-136.85,-3.73,198.35,170.67,282209
0.47,10.06,-136.86,-3.61,198.45,170.68,282225
0.45,10.05,-136.87,-3.50,198.54,170.69,282241
0.45,10.05,-136.88,-3.40,198.61,170.70,282257
0.44,10.04,-136.89,-3.30,198.66,170.71,282273
0.43,10.03,-136.90,-3.20,198.70,170.72,282289
0.43,10.02,-136.91,-3.11,198.73,170.73,282305
0.42,10.01,-136.92,-3.02,198.74,170.74,282321
0.41,10.01,-136.92,-2.93,198.73,170.75,282337
0.41,10.00,-136.93,-2.84,198.72,170.77,282353
0.40,9.99,-136.94,-2.75,198.68,170.78,282369
0.39,9.98,-136.95,-2.67,198.64,170.79,282385
0.39,9.97,-136.96,-2.58,198.59,170.80,282401
0.38,9.96,-136.97,-2.50,198.53,170.81,282417
0.38,9.95,-136.98,-2.43,198.45,170.82,282433
0.36,9.94,-136.99,-2.36,198.36,170.83,282449
0.35,9.93,-137.00,-2.28,198.26,170.84,282465
0.34,9.92,-137.00,-2.21,198.14,170.85,282481
0.34,9.91,-137.01,-2.14,198.02,170.87,282497
0.32,9.91,-137.02,-2.07,197.90,170.88,282513
0.32,9.91,-137.03,-2.02,197.76,170.89,282529
0.31,9.91,-137.04,-1.95,197.62,170.90,282545
0.30,9.91,-137.05,-1.89,197.48,170.91,282561
0.29,9.89,-137.06,-1.84,197.32,170.92,282577
0.28,9.90,-137.07,-1.78,197.16,170.93,282593
0.27,9.90,-137.08,-1.73,196.99,170.94,282609
0.26,9.89,-137.08,-1.67,196.82,170.95,282625
0.25,9.89,-137.09,-1.62,196.64,170.96,282641
0.25,9.88,-137.10,-1.57,196.45,170.97,282657
0.24,9.88,-137.11,-1.52,196.26,170.98,282673
0.24,9.87,-137.12,-1.48,196.07,170.99,282689
0.24,9.87,-137.13,-1.45,195.86,171.01,282705
0.23,9.88,-137.14,-1.41,195.66,171.02,282721
0.22,9.88,-137.15,-1.37,195.45,171.03,282737
0.21,9.88,-137.16,-1.33,195.24,171.04,282753
0.21,9.88,-137.16,-1.29,195.02,171.05,282769
0.20,9.87,-137.17,-1.25,194.81,171.06,282785
0.19,9.88,-137.18,-1.22,194.59,171.07,282801
0.18,9.88,-137.19,-1.19,194.37,171.08,282817
0.17,9.87,-137.20,-1.16,194.15,171.09,282833
0.17,9.87,-137.21,-1.13,193.93,171.10,282849
0.17,9.88,-137.22,-1.10,193.70,171.11,282865
0.16,9.87,-137.23,-1.07,193.48,171.13,282881
0.15,9.88,-137.24,-1.04,193.24,171.14,282897
0.14,9.87,-137.24,-1.02,193.01,171.15,282913
0.13,9.87,-137.25,-0.99,192.78,171.16,282929
0.13,9.87,-137.26,-0.97,192.55,171.17,282945
0.13,9.87,-137.27,-0.94,192.32,171.18,282961
0.12,9.87,-137.28,-0.92,192.09,171.19,282977
0.11,9.87,-137.29,-0.91,191.86,171.20,282993
0.11,9.87,-137.30,-0.89,191.63,171.21,283009
0.09,9.87,-137.31,-0.87,191.40,171.22,283025
0.09,9.87,-137.32,-0.86,191.16,171.23,283041
